generated_at_utc,n_local_patients,n_linked_patients,n_patients_with_prelocal_graded_scrape_rows,n_patients_with_post_local_graded_scrape_rows,n_progressed_output_rows,n_non_progressed_output_rows
2026-03-10T13:30:56.806430+00:00,160,158,130,145,54,91
