task_name,rho_days_to_progression_vs_image_weight,p_value,n_biopsies_used,method,early_mean_image_weight,early_mean_cnv_weight,early_mean_prediction_score,late_mean_image_weight,late_mean_cnv_weight,late_mean_prediction_score,delta_image_weight_near_minus_far
NextBiopsyProgression_LGD3plus,-0.04422428347429785,0.6772310171871421,91,scipy_spearman,0.6018587917872537,0.3981412082127464,0.7738098502159119,0.5427408507075264,0.4572591492924735,0.15442327863660912,0.05911794107972723
Progressor_label,-0.20689765178800354,0.049097865303569216,91,scipy_spearman,0.618204970037841,0.3817950299621588,0.7745280002243817,0.4964579983461978,0.5035420016538021,0.5010673773576361,0.12174697169164322
