model_a,model_b,contrast_role,n_patients,n_positive,n_negative,n_boot,valid_fraction,delta_auprc,delta_auprc_ci_low,delta_auprc_ci_high,delta_auprc_sign_prob,delta_roc_auc,delta_roc_auc_ci_low,delta_roc_auc_ci_high,delta_roc_auc_sign_prob,delta_brier,delta_brier_ci_low,delta_brier_ci_high,delta_brier_sign_prob
early_fusion,cnv_only,primary,150,50,100,5000,1.0,0.05119570415302932,-0.05251816428670302,0.16708077655607131,0.3416,0.07539999999999991,-0.03394636090593181,0.18420344154551152,0.1784,-0.0029301178410920947,-0.05462155423165491,0.04936427477549911,0.9216
intermediate_fusion,cnv_only,primary,150,50,100,5000,1.0,0.029018107820585004,-0.08379195577187536,0.1568446733666989,0.5912,0.07839999999999991,-0.031811773487821896,0.19200293127351942,0.1788,0.008240209387426173,-0.04829625889669166,0.06525931245805788,0.7948
late_mean,cnv_only,primary,150,50,100,5000,1.0,0.09115283100302407,-0.03641941583945832,0.21946820063136163,0.1552,0.11119999999999997,0.0021052980835589135,0.21895373275245394,0.0452,-0.03178896849274587,-0.06182293204641843,-0.0035423140628842082,0.024399999999999977
late_stack_logit,cnv_only,primary,150,50,100,5000,1.0,-0.008133089119286119,-0.12022349949597262,0.12251056624933099,0.9612,0.07359999999999989,-0.03942773148148146,0.19015574925634238,0.194,-0.013458987867888794,-0.030546097473124853,0.002620935423508883,0.0948
image_only,cnv_only,contextual,150,50,100,5000,1.0,0.018580908196729973,-0.12072784024624073,0.18146702814429327,0.7312,0.06820000000000004,-0.0603900158382066,0.19154229660171926,0.3028,0.029302122968371924,-0.03226943582642624,0.093409078231383,0.3484
early_fusion,image_only,contextual,150,50,100,5000,1.0,0.03261479595629935,-0.08012688040104493,0.12627017238245725,0.5988,0.007199999999999873,-0.055962188926320405,0.07005708234146284,0.8212,-0.03223224080946402,-0.06923714690962522,0.0062823197190539064,0.0968
intermediate_fusion,image_only,contextual,150,50,100,5000,1.0,0.010437199623855031,-0.08931314255028883,0.09213485369813845,0.9184,0.010199999999999876,-0.050794208201768554,0.07120499979408158,0.7532,-0.02106191358094575,-0.051110492505975706,0.008578605807439256,0.17120000000000002
late_mean,image_only,contextual,150,50,100,5000,1.0,0.0725719228062941,0.005746442823193933,0.1252742930723695,0.0308,0.04299999999999993,0.015195488656455576,0.07138077875427826,0.0024,-0.0610910914611178,-0.094788816946949,-0.027270716298274704,0.00039999999999995595
late_stack_logit,image_only,contextual,150,50,100,5000,1.0,-0.02671399731601609,-0.10896702839455986,0.04161796421979989,0.4312,0.005399999999999849,-0.029318850931677107,0.03831980218167442,0.7392,-0.04276111083626072,-0.09324292307928768,0.007943047467591892,0.09840000000000004
