source_run,condition,model_name,modality_used,task_name,task_type,cnv_variant,cnv_mask_name,cnv_mask_k,cnv_mask_source_model,cnv_mask_source_kind,cnv_mask_resolution,n_folds_complete,n_folds_total,n_folds_skipped,skip_reasons,expected_folds,is_complete,n_samples_total,auc_mean,auc_sd,auprc_mean,auprc_sd,accuracy_mean,accuracy_sd,sensitivity_mean,sensitivity_sd,specificity_mean,specificity_sd,balanced_accuracy_mean,balanced_accuracy_sd,brier_mean,brier_sd,ece_mean,ece_sd,sensitivity_at_spec90_mean,sensitivity_at_spec90_sd,sensitivity_at_spec95_mean,sensitivity_at_spec95_sd,specificity_at_sens90_mean,specificity_at_sens90_sd,specificity_at_sens95_mean,specificity_at_sens95_sd,macro_f1_mean,macro_f1_sd,macro_auc_ovr_mean,macro_auc_ovr_sd,mae_mean,mae_sd,mse_mean,mse_sd,rmse_mean,rmse_sd,r2_mean,r2_sd
routing/routing_moe_20260304_200011,all_samples,routing_k5_soft,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,903,0.8251675836595742,0.09771064258655367,0.5459643782652942,0.13587077589704502,0.6257886720532273,0.14654162734832282,0.8708571428571428,0.17877588295553348,0.5641156404571039,0.20869878760018135,0.7174863916571235,0.09117114824322968,,,,,,,,,,,,,,,,,,,,,,,,
routing/routing_moe_20260304_200011,all_samples,routing_k6_hard,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,903,0.810146293927699,0.08838348036638094,0.5357463118790475,0.11971459906225243,0.5717662769495594,0.14641995925479817,0.8607149041434756,0.17834484697910616,0.4980666325544374,0.2105642712981497,0.6793907683489564,0.08689473797088337,,,,,,,,,,,,,,,,,,,,,,,,
routing/routing_moe_20260304_200011,all_samples,routing_k6_soft,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,903,0.829012474463158,0.09470333084441701,0.5464019008606261,0.14064623614061456,0.62596370882473,0.13421614347371216,0.858344923893311,0.167973737902044,0.5672022286656433,0.192135855813803,0.7127735762794771,0.08352877903560854,,,,,,,,,,,,,,,,,,,,,,,,
cnv_anchor/runs/cnv/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,cnv_elasticnet_logreg,cnv,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.5958081692749652,0.0843861950047538,0.2838918485254872,0.09007005624690281,0.7089341218558788,0.04645485590945437,0.40306678108909344,0.23015513370863067,0.7494999931599351,0.07316029336992041,0.5762833871245142,0.08748666536764985,0.21400388143294208,0.03270338345529584,0.2555508331686274,0.04356717036385496,0.23031180111301816,0.05335529315860396,0.11783533572580225,0.03621530056644095,0.12416053884069647,0.07143118331630018,0.07839704205021016,0.07211855235116896,,,,,,,,,,,,
cnv_anchor/runs/cnv/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,cnv_linear_svm_calibrated,cnv,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.5586759142951004,0.09632026740347867,0.25777089448686447,0.09783090934587005,0.836816307735502,0.0775029653253275,0.011764705882352941,0.026306682088232818,0.9967159705479898,0.004620020556918041,0.5042403382151713,0.01237518504880021,0.1375305266408422,0.05125775415800909,0.0821577199493258,0.042933338528635144,0.24407551880168513,0.07787533827800565,0.14598013210589275,0.13208102368516902,0.1105788138479645,0.11320734973052987,0.017372249154075918,0.022567332862485603,,,,,,,,,,,,
cnv_anchor/runs/cnv/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,cnv_mlp,cnv,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.541369883512905,0.03481826631736753,0.25162324157174376,0.09262974527875492,0.7170273589918272,0.0456152027514335,0.3236141883809227,0.14433941396920238,0.7872359545180017,0.0364110344316712,0.5554250714494622,0.05930270342677353,0.21235108953602602,0.027577939004567942,0.25744968353879977,0.05628297163273536,0.22175222343579343,0.07077947678453785,0.11973188744994019,0.052986718203805475,0.08316792517418557,0.07176193910720241,0.03000348260661646,0.02918649728976546,,,,,,,,,,,,
cnv_anchor/runs/cnv/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,cnv_pca_logreg,cnv,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.5802805394774944,0.1008136763676141,0.27591393390618935,0.11163639891821368,0.6839406190746202,0.06577780045091301,0.39513730691215476,0.14246165670416777,0.7284075136422408,0.07691881263563322,0.5617724102771977,0.05250179256248016,0.21524523918631036,0.04759624456984549,0.2648466470752294,0.04711388011232665,0.2371818276382171,0.09831952013416473,0.13975841264887917,0.09235465801689342,0.12811549050334906,0.12557539456218403,0.0775349817269174,0.09674908597305,,,,,,,,,,,,
cnv_anchor/runs/cnv/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,cnv_random_forest,cnv,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.6484466386125858,0.16547734055266242,0.31094012085954265,0.11987662708507656,0.8382247584397271,0.07482881847091867,0.005128205128205128,0.011467015269229691,0.9980582524271846,0.004341879567960755,0.5015932287776949,0.0035625678506344474,0.12642429622087187,0.03631507918520241,0.07529596558359167,0.03863952886955474,0.22622848078223332,0.0677117947681795,0.1284610183595985,0.10806703005087691,0.2866944176921634,0.2538308056071832,0.21752706394966612,0.21458676845692393,,,,,,,,,,,,
cnv_anchor/runs/cnv/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,cnv_temporal_delta_logreg,cnv,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.5554054574597477,0.09276624679550607,0.2437790161185061,0.07461892242915487,0.687366178120891,0.09569609231929779,0.370605138607167,0.08681908372345563,0.7410465162595175,0.09600062661354204,0.5558258274333422,0.038364983948167355,0.22191916482647214,0.06471586874375301,0.25362933406722477,0.04319303975842628,0.2363072762261403,0.09233376423013466,0.16695636344723566,0.055437850335667976,0.10988991453431367,0.08161644243681111,0.07962474723620916,0.09258788928419867,,,,,,,,,,,,
cnv_anchor/runs/cnv/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,cnv_xgboost,cnv,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.6377343652981089,0.128182976713258,0.308447462072636,0.11573915250923711,0.8373390945515373,0.06966621300339193,0.11177952878764237,0.07362562715389835,0.9737338774790881,0.018517446679867502,0.5427567031333652,0.03225795189086752,0.13947723794856676,0.06434654212976325,0.11717465606743249,0.07758382903587356,0.23642455921360583,0.12694975832685568,0.17535028865657667,0.13708745133108197,0.22344836489332726,0.15133838296799534,0.13778553855725365,0.14044637853621295,,,,,,,,,,,,
cnv_anchor/runs/late_fusion/exclude_hgd_imc_20260304_200011,exclude_hgd_imc,latefusion_cnv_only,cnv,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.6484466386125858,0.16547734055266242,0.3109401208595427,0.11987662708507658,0.8382247584397271,0.07482881847091867,0.005128205128205128,0.011467015269229691,0.9980582524271846,0.004341879567960705,0.5015932287776949,0.0035625678506344474,,,,,,,,,,,,,,,,,,,,,,,,
gigapath/runs/image/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,abmil,image,NextBiopsyProgression_LGD3plus,binary,NA,none,-1,,,,5,5,0,,5,True,785,0.7433697333247518,0.08191970100008965,0.4654090103905836,0.13763068109705923,0.7885201855786771,0.08315758886610088,0.603606386851823,0.21589186986564132,0.811705880978138,0.11718329516477366,0.7076561339149805,0.09018570774507204,0.16080034458385686,0.04724407181475607,0.18512941101297015,0.0680872603767581,0.49715842305091795,0.16821735278689498,0.2933239714984137,0.11619103167289671,0.2591028830092067,0.19328859175748417,0.13569751254478682,0.15814198537264174,,,,,,,,,,,,
uni2/runs/image/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,abmil,image,NextBiopsyProgression_LGD3plus,binary,NA,none,-1,,,,5,5,0,,5,True,785,0.7381796699925091,0.08269461935963308,0.41085964009716314,0.14985099677118688,0.742566668878305,0.035106754938156466,0.5946135642585947,0.176038586608233,0.763484253682081,0.06655271848562645,0.6790489089703378,0.06907001506707415,0.19230431171347828,0.029168374746968925,0.25315919773496465,0.048384824292813225,0.380658189005045,0.09238544896195085,0.27076793051438086,0.05548737510595573,0.2665902421940423,0.16838887493355056,0.18282755244327037,0.17705705992979912,,,,,,,,,,,,
virchow2/runs/image/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,abmil,image,NextBiopsyProgression_LGD3plus,binary,NA,none,-1,,,,5,5,0,,5,True,785,0.7297958601228072,0.05424055794337567,0.384169511170506,0.12451492971612495,0.6829173801901322,0.12245616618145007,0.6471659645290477,0.16908957627823526,0.686704587750179,0.15999276472962107,0.6669352761396133,0.06350977589289605,0.2140314476014456,0.05575587337370843,0.29276646387788163,0.10429953934098701,0.3749110625682634,0.13559067249760928,0.2270728662817912,0.08844773675655807,0.29793381322105367,0.09178927608199798,0.15670695658866193,0.15848918207273616,,,,,,,,,,,,
gigapath/runs/image/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,abmil_nogate,image,NextBiopsyProgression_LGD3plus,binary,NA,none,-1,,,,5,5,0,,5,True,785,0.7386888335554725,0.09054682596856034,0.4173943832814658,0.13072613661717647,0.6960433670656982,0.18711143908463357,0.5926551204035991,0.2700113571966704,0.7063326893063265,0.26859148368927566,0.6494939048549627,0.09285636417415473,0.17928361730400674,0.05540092128577131,0.20386074520852732,0.11396294658858175,0.44644588339314506,0.14503452189377883,0.2382082488167681,0.06120682139472131,0.24688473502232777,0.2442195555982541,0.1999227694962548,0.23481107051853012,,,,,,,,,,,,
uni2/runs/image/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,abmil_nogate,image,NextBiopsyProgression_LGD3plus,binary,NA,none,-1,,,,5,5,0,,5,True,785,0.7428928072417391,0.09548227179632508,0.4095927579627583,0.13951585490826673,0.7380285545630997,0.06923174979327601,0.5855676912674884,0.21652058160565416,0.7671869644902135,0.11612884937523013,0.676377327878851,0.07617926888650614,0.18951769791573408,0.04669139091006915,0.23596361391726112,0.11025514671865612,0.4159145992614553,0.1334769746514032,0.3043275081916056,0.0663977588536548,0.355796432188917,0.22100842653345004,0.25255900190673075,0.2116251734772468,,,,,,,,,,,,
virchow2/runs/image/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,abmil_nogate,image,NextBiopsyProgression_LGD3plus,binary,NA,none,-1,,,,5,5,0,,5,True,785,0.7429741020339946,0.06444391794032689,0.3978730476355303,0.10546444787250872,0.7283909196550898,0.07088837761049721,0.6217059343631351,0.21436999935373477,0.7385014268051128,0.11244025009521152,0.680103680584124,0.05576343237295813,0.18632214717425544,0.0422304304895288,0.24700284648031018,0.07198216969063212,0.42314271597233055,0.1352660015054952,0.23861132782025277,0.05350756945233316,0.30091077097996877,0.12832892781764454,0.18072202234590135,0.16403434272127682,,,,,,,,,,,,
virchow2/runs/late_fusion/exclude_hgd_imc_20260304_200011,exclude_hgd_imc,latefusion_abmil_img_only,image,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7297958601228072,0.05424055794337567,0.384169511170506,0.12451492971612493,0.6829173801901322,0.12245616618145007,0.6471659645290477,0.16908957627823526,0.686704587750179,0.15999276472962104,0.6669352761396135,0.06350977589289611,,,,,,,,,,,,,,,,,,,,,,,,
virchow2/runs/late_fusion/exclude_hgd_imc_20260304_200011,exclude_hgd_imc,latefusion_pool_mean_img_only,image,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7034800818728885,0.09196460668808229,0.3609818588805781,0.16850023768146516,0.7299338774275459,0.14724453916262864,0.5243189265095959,0.19440767914189624,0.7724861120501467,0.1853010605448282,0.6484025192798712,0.07977049578063274,,,,,,,,,,,,,,,,,,,,,,,,
gigapath/runs/image/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,pool_mean,image,NextBiopsyProgression_LGD3plus,binary,NA,none,-1,,,,5,5,0,,5,True,785,0.7071819786135514,0.0914220719431317,0.4146503191387332,0.15971562782014545,0.7619408291582743,0.0688257180073284,0.57000104020388,0.1659304747724506,0.7941018693084365,0.10254719560313319,0.6820514547561582,0.04267228036395269,0.1817528430668096,0.02828870883011324,0.23503959628737264,0.06778672318249443,0.42137801008997766,0.11731677753185926,0.2713631871846882,0.14434501029314026,0.18835326469798216,0.23035717043431592,0.10738563519316331,0.11447449283612762,,,,,,,,,,,,
uni2/runs/image/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,pool_mean,image,NextBiopsyProgression_LGD3plus,binary,NA,none,-1,,,,5,5,0,,5,True,785,0.7179558133503992,0.10109214107618979,0.39305962473282136,0.13268060460604575,0.7651540395240648,0.05970333430535269,0.5577162323815468,0.14226039333988016,0.805039285296879,0.08361974587756013,0.6813777588392129,0.053079628312958566,0.17579502192186883,0.02321400260689578,0.2229997401517753,0.0591063481232583,0.4243230873251157,0.08958758947696632,0.27569641649763355,0.060631833305836075,0.23403782841903958,0.2035265179943571,0.16548273916192233,0.1517426086483525,,,,,,,,,,,,
virchow2/runs/image/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,pool_mean,image,NextBiopsyProgression_LGD3plus,binary,NA,none,-1,,,,5,5,0,,5,True,785,0.7034800818728885,0.09196460668808229,0.3609818588805781,0.16850023768146516,0.7299338774275459,0.14724453916262864,0.5243189265095959,0.19440767914189624,0.7724861120501467,0.18530106054482823,0.6484025192798712,0.07977049578063268,0.20342843250331927,0.05729051381716386,0.2725829888459608,0.12148551301480207,0.35958677900868563,0.15228100144120016,0.20541712175586416,0.1054025368881731,0.2423491657618711,0.19885322911690792,0.18488937135020284,0.16573843466701574,,,,,,,,,,,,
gigapath/runs/image/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,set_transformer_lite,image,NextBiopsyProgression_LGD3plus,binary,NA,none,-1,,,,5,5,0,,5,True,785,0.7421828696560665,0.09272330476469284,0.45096469830860225,0.1704478682721676,0.7520009083926229,0.16479000337124422,0.5886513756696312,0.1430500179324446,0.7820587491676961,0.1943985370415919,0.6853550624186637,0.08925915635685419,0.17259180610112182,0.07453683351499293,0.20145859228705842,0.14349103637851213,0.40412700889374314,0.1595200045772675,0.31531180111301815,0.11958830588672768,0.28305935030817786,0.18580783454043284,0.22245789294616297,0.187281442431643,,,,,,,,,,,,
uni2/runs/image/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,set_transformer_lite,image,NextBiopsyProgression_LGD3plus,binary,NA,none,-1,,,,5,5,0,,5,True,785,0.7145648760054547,0.09258596830783433,0.37465815515003265,0.1392074167040887,0.7211703582683365,0.13051870588521683,0.5557291829198523,0.2526844474950142,0.7593611301833951,0.18825671947494135,0.6575451565516237,0.05723801058510449,0.19438138420000073,0.049186191552624034,0.2574465344310804,0.10638121279011023,0.4077167524834868,0.13409176155971841,0.21651869766474227,0.0322222948927685,0.21618988588669455,0.1950008939845953,0.1559422136505669,0.17394103100424615,,,,,,,,,,,,
virchow2/runs/image/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,set_transformer_lite,image,NextBiopsyProgression_LGD3plus,binary,NA,none,-1,,,,5,5,0,,5,True,785,0.7404154789618641,0.07970296487652115,0.3930388850498209,0.16055384076949153,0.7740843402170874,0.12373128717909944,0.5174148333073283,0.3223573618642216,0.8165427722317787,0.178675046537813,0.6669788027695536,0.09059714967197385,0.17810676914884377,0.07142885162204682,0.21005255458890013,0.11624097631205701,0.39118583242315486,0.1160586848385898,0.26685702397669947,0.17429818012736964,0.2988898646696801,0.23790303784999206,0.23487018954535327,0.23803605007131648,,,,,,,,,,,,
fusion/foundation_combo_20260304_200011,exclude_hgd_imc,cnv_plus_image_combo_gigapath_mean,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7517004236427758,0.10492814650774841,0.4489678555968502,0.11654709816827573,0.8496915569357439,0.04443051583015411,0.4166279190721382,0.19801256474779272,0.9306485132082841,0.03274442379002263,0.6736382161402112,0.08573541369030833,0.12160579906181171,0.03361517235913418,0.1161112814229123,0.04716081859375854,0.48984709002964577,0.17890177946851346,0.2791160867530036,0.10541084506632922,0.2871611226612957,0.2511265645431303,0.2566363814836286,0.2362020457841317,,,,,,,,,,,,
fusion/foundation_combo_20260304_200011,exclude_hgd_imc,cnv_plus_image_combo_gigapath_uni2_mean,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7585516432202305,0.11504731129529504,0.4423016103687364,0.12626089477522143,0.8489440377576534,0.0627503006148529,0.3533328132313934,0.2406962661414222,0.944179723222922,0.04233412485562423,0.6487562682271577,0.10283413229527547,0.12517246019296663,0.02617952754956632,0.1383788125318594,0.04562923390908187,0.46285249908982157,0.16361859788199531,0.2601232641597753,0.050806737364802367,0.3257638903950386,0.2819477166522207,0.29596116951107415,0.27889366802883053,,,,,,,,,,,,
fusion/foundation_combo_20260304_200011,exclude_hgd_imc,cnv_plus_image_combo_gigapath_uni2_virchow2_mean,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7595600269938053,0.11260909223191358,0.4360744964699597,0.1285474858045925,0.8461764914859735,0.0722756729260283,0.3384344931606595,0.19802096505463213,0.9428165454256214,0.04714699998749246,0.6406255192931405,0.08376714257078627,0.1263734580646785,0.02672521893595073,0.15039807664000324,0.03768236926170872,0.45936443542934413,0.14623435075777338,0.2536864825505799,0.06771769520688059,0.3444009148163003,0.2833925130039537,0.30000200612447864,0.274382406903835,,,,,,,,,,,,
fusion/foundation_combo_20260304_200011,exclude_hgd_imc,cnv_plus_image_combo_gigapath_virchow2_mean,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7606135709071644,0.10475633070911258,0.43867807427964084,0.12308036480314268,0.8597627137362434,0.05987211935010363,0.3796369688458938,0.18671243046232766,0.9472910823053089,0.04768991669278002,0.6634640255756012,0.07371822664586554,0.12429984321229255,0.030470292653406873,0.14250267146887702,0.030441161180564533,0.45615930722421594,0.12663118796519252,0.28976075310760907,0.09473144700945717,0.33338240810237735,0.24706763277228552,0.27568714616538037,0.2413157406566038,,,,,,,,,,,,
fusion/foundation_combo_20260304_200011,exclude_hgd_imc,cnv_plus_image_combo_uni2_mean,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7545230192951317,0.11537037547161036,0.4125898887405338,0.13997882007510246,0.8378484730475355,0.06358773092583697,0.3380764029749831,0.26910819819469767,0.9353514126185454,0.06883519565630837,0.6367139077967642,0.10233009281434144,0.13466139041705352,0.020644559353162787,0.1512281526652312,0.0647901182461192,0.4225016903313049,0.17680002099107558,0.2275370572632236,0.060521145619542194,0.3693216803974066,0.30117941196240244,0.27844784438886017,0.2760128196732126,,,,,,,,,,,,
fusion/foundation_combo_20260304_200011,exclude_hgd_imc,cnv_plus_image_combo_uni2_virchow2_mean,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7558169881693393,0.11230707336546479,0.42046966223563587,0.1296410227988197,0.8453329810154415,0.0731321859695955,0.34997295469912104,0.23315095559030172,0.9412193837709892,0.05412901746488355,0.6455961692350551,0.09593425877380236,0.13225731715832773,0.024801939413401388,0.16045367818793452,0.04477197574395877,0.3910311020960108,0.1328567263159596,0.2889428928069902,0.07390993822240143,0.35657968185759725,0.2816427585959005,0.31037778200702265,0.26990280527963656,,,,,,,,,,,,
fusion/foundation_combo_20260304_200011,exclude_hgd_imc,cnv_plus_image_combo_virchow2_mean,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7501738208839575,0.10170837164499347,0.4059556562490876,0.12219100514656003,0.8431550767719498,0.07236194018865683,0.32209939148073025,0.13279962415380608,0.9415586837904012,0.048858462730932924,0.6318290376355657,0.05048520121860735,0.13329017019337594,0.028720529946005494,0.16011209711775934,0.04032748710399566,0.41959432048681544,0.1275871779151855,0.277735996255266,0.08336357502391403,0.36671688918007217,0.24206070299229368,0.3044551820721618,0.24094043742432183,,,,,,,,,,,,
gigapath/runs/multimodal/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,coattn_abmil_cnv,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7233051625616862,0.08675985393632336,0.39271777228698757,0.1305631798087891,0.7857531018198882,0.06033283209285859,0.530182295729963,0.183276282711311,0.8212244926027609,0.07857623093501499,0.6757033941663619,0.06497519277459171,0.17033874225276716,0.03650519954631669,0.21309811573855914,0.043672255070649174,0.40070317782285336,0.08557297314667327,0.2386599573516409,0.11040982496862563,0.2656047681523498,0.20309889148798216,0.15096637820562178,0.15071717756402156,,,,,,,,,,,,
uni2/runs/multimodal/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,coattn_abmil_cnv,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7245142430392152,0.09461089805934983,0.40173250398431043,0.12704853391719562,0.7830491259969179,0.03777879596645367,0.5014164976335362,0.1399430914296424,0.8363466300380781,0.06395110920347803,0.6688815638358071,0.0744131858712322,0.17705121324067563,0.012025339824838756,0.22983345029998978,0.05960979442464457,0.38709497061424036,0.070186308451312,0.240025224944089,0.050858203002734956,0.3019560361069115,0.2771481454480229,0.14124645131305782,0.11684904319585036,,,,,,,,,,,,
virchow2/runs/multimodal/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,coattn_abmil_cnv,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7175579592722434,0.09731204028634587,0.385811713651562,0.14502269648997276,0.7099285765942667,0.026914010375186297,0.6275165132365943,0.22382565316426944,0.7126503014057052,0.05577896602692576,0.6700834073211498,0.09225189289879802,0.2108638215789894,0.014083826171217815,0.30327177095741764,0.041638015190897285,0.3968341394913403,0.15306208575823,0.24247958599885577,0.11356586441593566,0.29143118784158983,0.2629456389833676,0.13263263894927063,0.12318269591257053,,,,,,,,,,,,
gigapath/runs/multimodal/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,early_max_mlp,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.6995044448810848,0.11188546760107232,0.34389654071303777,0.13697349080617838,0.5360865992051215,0.3562475756798563,0.6292063244395901,0.2924256683165238,0.5467522476536677,0.4458082609875187,0.5879792860466289,0.10008319555578996,0.20622782301371162,0.07155464711287887,0.2587344051895032,0.16407334407632596,0.3558997763561658,0.13661136083616773,0.19100951786550163,0.07556946432701518,0.2635456153743142,0.16170270176207,0.1809952143043247,0.1338347609686042,,,,,,,,,,,,
uni2/runs/multimodal/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,early_max_mlp,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7113797346140116,0.11432887754541758,0.361479217686959,0.11981746117368713,0.8197116922920802,0.07298585232424337,0.35247568523430595,0.3392887442628307,0.8912918133212882,0.10434514458629993,0.6218837492777972,0.11898063454521408,0.19505244683481757,0.03268778736423728,0.25200060786839795,0.1185391006596634,0.31927081708014776,0.14125044618879956,0.18694908202007593,0.0812455484635008,0.3272500701738611,0.20296828535632155,0.2602422540517379,0.18746454649834293,,,,,,,,,,,,
virchow2/runs/multimodal/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,early_max_mlp,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.6899223497663315,0.10415278572242932,0.3616013040538656,0.1043661213443152,0.7934366227042439,0.13209940239772067,0.297053622510012,0.3379107532985303,0.8523877779892288,0.2242904341044382,0.5747207002496203,0.07315878328301705,0.1880895868941801,0.0562466741521533,0.24008258367246932,0.10427892523313535,0.2640482134498362,0.0938960211818367,0.19297758360638687,0.09687766949828616,0.250100262659528,0.09523547260528963,0.12188217466181486,0.08688528701794766,,,,,,,,,,,,
gigapath/runs/multimodal/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,early_mean_mlp,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7251681997240537,0.10198000468376558,0.3713750827044925,0.1336988072829249,0.737721368662033,0.07001205769484106,0.4927913871118739,0.2948250434546922,0.7981619010459455,0.11756535264708377,0.6454766440789098,0.1070242510792808,0.200393626015165,0.02263249798306973,0.2661824896291415,0.09017701813328469,0.34647240859208406,0.12970661038057804,0.21536407135798616,0.1385693289626351,0.36255526490339657,0.11378835768481532,0.29514262302545474,0.11023636888387166,,,,,,,,,,,,
uni2/runs/multimodal/exclude_hgd_imc/NextBiopsyProgression_LGD3plus_stage2_exclusions,exclude_hgd_imc,early_mean_mlp,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.7203390658226646,0.11374502548872963,0.37723783482961687,0.11802133426197788,0.7440629861902297,0.04595587317540719,0.5488744994018828,0.14283466406251594,0.7803125277851605,0.0565253559297045,0.6645935135935217,0.08489457272955074,0.2009387529772551,0.02096266391200431,0.23812804377603825,0.06543823483233606,0.3546855983772819,0.0916438510561545,0.20018801685130289,0.07484607335217396,0.35803190309351896,0.19078554449550725,0.2820861385548527,0.17315297206706048,,,,,,,,,,,,
