source_run,condition,model_name,modality_used,task_name,task_type,cnv_variant,cnv_mask_name,cnv_mask_k,cnv_mask_source_model,cnv_mask_source_kind,cnv_mask_resolution,n_folds_complete,n_folds_total,n_folds_skipped,skip_reasons,expected_folds,is_complete,n_samples_total,auc_mean,auc_sd,auprc_mean,auprc_sd,accuracy_mean,accuracy_sd,sensitivity_mean,sensitivity_sd,specificity_mean,specificity_sd,balanced_accuracy_mean,balanced_accuracy_sd,brier_mean,brier_sd,ece_mean,ece_sd,sensitivity_at_spec90_mean,sensitivity_at_spec90_sd,sensitivity_at_spec95_mean,sensitivity_at_spec95_sd,specificity_at_sens90_mean,specificity_at_sens90_sd,specificity_at_sens95_mean,specificity_at_sens95_sd,macro_f1_mean,macro_f1_sd,macro_auc_ovr_mean,macro_auc_ovr_sd,mae_mean,mae_sd,mse_mean,mse_sd,rmse_mean,rmse_sd,r2_mean,r2_sd,best_score_metric,best_score
virchow2/runs/multimodal/exclude_lgd_hgd_imc/IsLastBiopsy_stage2_exclusions,exclude_lgd_hgd_imc,early_mean_mlp_timev1,multimodal,IsLastBiopsy,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,671,0.9982691256545625,0.0023614138506265624,0.9979286570386897,0.0026705722784777348,0.9510950152529108,0.043818214886068324,0.9911764705882353,0.019730011566174595,0.9247012270477178,0.07434443897388374,0.9579388488179765,0.036154356615803344,0.039209380312411814,0.018331440457358524,0.08609995073443134,0.05041955724540091,1.0,0.0,0.9898623279098873,0.014176419263723783,0.9913779210314262,0.013048018451498007,0.988436744560838,0.01914076061628902,,,,,,,,,,,,,auc_mean,0.9982691256545625
virchow2/runs/multimodal/all_samples/NextBiopsyExistsInDataset_stage1_all_samples,all_samples,early_mean_mlp_timev1,multimodal,NextBiopsyExistsInDataset,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,940,0.8657202241286859,0.04277692738662943,0.7737944127044729,0.1427945064612242,0.7892985807342384,0.04476190304167356,0.8268699082769707,0.1067389303712145,0.77858565080722,0.10349903445553814,0.8027277795420954,0.03515813655416461,0.15843541979677406,0.03402669518084623,0.13229055427097308,0.047316119929448425,0.4678294710164456,0.23710000187381497,0.3039033824181099,0.1558106558266083,0.7240588579263797,0.06394742274390376,0.6493253113318455,0.05087893415184235,,,,,,,,,,,,,auc_mean,0.8657202241286859
virchow2/runs/multimodal/exclude_hgd_imc/NextBiopsyExistsInDataset_stage2_exclusions,exclude_hgd_imc,early_mean_mlp_timev1,multimodal,NextBiopsyExistsInDataset,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,820,0.8160719031954342,0.03936709871702803,0.7190784010903573,0.07427918382871651,0.7182133016343543,0.09410146923124696,0.8062085593731163,0.18437544107237444,0.6620645083332406,0.2020014733635267,0.7341365338531786,0.07784307899912668,0.19076598353955684,0.03787751303635573,0.1557238912249398,0.06667795120501512,0.28382157926461726,0.13050309144268038,0.1288954189270645,0.08705299034975113,0.6272299152534769,0.12006703208153749,0.5462415632165649,0.1775858588927498,,,,,,,,,,,,,auc_mean,0.8160719031954342
virchow2/runs/multimodal/exclude_lgd_hgd_imc/NextBiopsyExistsInDataset_stage2_exclusions,exclude_lgd_hgd_imc,early_mean_mlp_timev1,multimodal,NextBiopsyExistsInDataset,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,671,0.8813471221911697,0.05380569502354599,0.8284394697007599,0.06608464620714595,0.7925564680111805,0.1005110704446164,0.81983127065996,0.21039647147133272,0.76388317962231,0.12400895441416679,0.7918572251411351,0.10448099190847758,0.14254194196656042,0.05035595519939531,0.1042246164599446,0.04708727292392089,0.627110207160225,0.1646320025924609,0.4141182726676357,0.15819967524754153,0.7200856872596002,0.15873990333199933,0.6201738213477344,0.22769718935738004,,,,,,,,,,,,,auc_mean,0.8813471221911697
cnv_anchor/runs/cnv/all_samples/NextBiopsyLabel_stage1_all_samples,all_samples,cnv_xgboost,cnv,NextBiopsyLabel,multiclass,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,903,,,,,0.5890989743053776,0.03528140493302128,,,,,,,,,,,,,,,,,,,0.23549627057037203,0.03425353403160872,0.6413658269529019,0.052216895421201184,,,,,,,,,macro_auc_ovr_mean,0.6413658269529019
cnv_anchor/runs/late_fusion/exclude_hgd_imc_20260304_200011,exclude_hgd_imc,latefusion_cnv_only,cnv,NextBiopsyLabel,multiclass,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,,,,,0.6648781915989067,0.043623656532340314,,,,,,,,,,,,,,,,,,,0.17368802621322632,0.0231318843323086,0.6268792895713966,0.047591426741659955,,,,,,,,,macro_auc_ovr_mean,0.6268792895713966
cnv_anchor/runs/cnv/exclude_lgd_hgd_imc/NextBiopsyLabel_stage2_exclusions,exclude_lgd_hgd_imc,cnv_random_forest,cnv,NextBiopsyLabel,multiclass,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,638,,,,,0.7509820798436448,0.04252927904119602,,,,,,,,,,,,,,,,,,,0.17984870705021314,0.014803030758676785,0.6228412854772004,0.04968252125374995,,,,,,,,,macro_auc_ovr_mean,0.6228412854772004
routing/routing_moe_20260304_200011,all_samples,ensemble_all3_mean,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,903,0.8584796798539831,0.09956332421482024,0.6193095947989797,0.1785861454849128,0.8181798864816056,0.06834317241531096,0.5962383076397715,0.3117654789563846,0.8869205753595997,0.034100330949377866,0.7415794414996855,0.149110806606495,,,,,,,,,,,,,,,,,,,,,,,,,auc_mean,0.8584796798539831
routing/routing_moe_20260304_200011,exclude_hgd_imc,routing_k6_hard,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,0.8691710777303296,0.05408007724210756,0.5734066227549786,0.20429791627519492,0.6498923530045864,0.1684273232460207,0.9257242419514226,0.059847611801693824,0.6002215527845796,0.19291562879837984,0.7629728973680009,0.0789933793252948,,,,,,,,,,,,,,,,,,,,,,,,,auc_mean,0.8691710777303296
routing/routing_moe_20260304_200011,exclude_lgd_hgd_imc,ensemble_mm_cnv_mean,multimodal,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,638,0.8803526838252361,0.1067621148211341,0.573897895825541,0.22358439754954704,0.9006027501944226,0.027866555073557092,0.30355311355311354,0.2697208293139581,0.968095459692556,0.03171772198068313,0.6358242866228346,0.12146104707579544,,,,,,,,,,,,,,,,,,,,,,,,,auc_mean,0.8803526838252361
routing/routing_moe_20260304_200011,all_samples,ensemble_all3_mean,multimodal,NextBiopsyTier3,multiclass,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,903,,,,,0.7035720571969252,0.0700925897096266,,,,,,,,,,,,,,,,,,,0.5110114518774778,0.07351601143190514,0.7824465463163659,0.04146028364497271,,,,,,,,,macro_auc_ovr_mean,0.7824465463163659
fusion/foundation_combo_20260304_200011,exclude_hgd_imc,cnv_plus_image_combo_gigapath_uni2_mean,multimodal,NextBiopsyTier3,multiclass,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,785,,,,,0.725249221494057,0.07729656866852683,,,,,,,,,,,,,,,,,,,0.40614968261830875,0.03834197820302988,0.7500158222485777,0.04911808337715602,,,,,,,,,macro_auc_ovr_mean,0.7500158222485777
routing/routing_moe_20260304_200011,exclude_lgd_hgd_imc,routing_k2_soft,multimodal,NextBiopsyTier3,multiclass,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,638,,,,,0.7929376204066294,0.03798207901719583,,,,,,,,,,,,,,,,,,,0.47828545879794904,0.12605562397046904,0.7771001809095649,0.06584808185859035,,,,,,,,,macro_auc_ovr_mean,0.7771001809095649
virchow2/runs/multimodal/all_samples/Progress_in_1_stage1_all_samples,all_samples,early_mean_mlp_timev1,multimodal,Progress_in_1,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,940,0.8678078789610429,0.04716398903198372,0.684514865972901,0.06268606962795606,0.7690847173300488,0.13397828371196788,0.7636610843507394,0.1608600242671195,0.7795130228025059,0.174797607404888,0.7715870535766226,0.0909202191707019,0.158291822282477,0.06600833979815313,0.16015664548688102,0.10430802187419835,0.6436309746654574,0.12984891694446843,0.46835173559311494,0.09035459109304601,0.5988569881519845,0.11518023176316419,0.5434985979201128,0.09628495153851291,,,,,,,,,,,,,auc_mean,0.8678078789610429
virchow2/runs/multimodal/exclude_hgd_imc/Progress_in_1_stage2_exclusions,exclude_hgd_imc,early_mean_mlp_timev1,multimodal,Progress_in_1,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,820,0.81230924052394,0.09602196697012327,0.30040789345003027,0.18826131601815288,0.7734599584862742,0.08880056067109558,0.6331531531531531,0.2639575453513502,0.8015423578026161,0.09549491864012671,0.7173477554778847,0.12597730858172984,0.14462815945642413,0.034401323780484674,0.18886889276814953,0.07171989966993181,0.3046546546546547,0.311074730907108,0.24051051051051048,0.24242745899480214,0.6850756965174798,0.15758552456690114,0.6166228010982924,0.17744428242404603,,,,,,,,,,,,,auc_mean,0.81230924052394
routing/routing_moe_20260304_200011,exclude_lgd_hgd_imc,expert_mm_only,multimodal,Progress_in_1,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,671,0.7825319863847556,0.0878031329004346,0.14694427146040176,0.08965922439493149,0.8117089023321155,0.18722147366335617,0.4375,0.42695628191498325,0.8121613909146073,0.21276148709853374,0.625247928145159,0.13492934818831542,,,,,,,,,,,,,,,,,,,,,,,,,auc_mean,0.7825319863847556
virchow2/runs/multimodal/all_samples/Progress_in_2_stage1_all_samples,all_samples,early_mean_mlp_timev1,multimodal,Progress_in_2,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,940,0.8437517789378044,0.095280072116836,0.7088348548114133,0.13253414585718765,0.7622272121081519,0.06144637807075519,0.6411308221176643,0.29774194643038715,0.8125862150985304,0.167912933613474,0.7268585186080972,0.07687198184246383,0.16492114154303059,0.02674902976705444,0.17630320992796886,0.08567741067299273,0.61301013057592,0.18586277015075306,0.4892331856147646,0.16628130055646198,0.610510130263825,0.1585833016376254,0.49830327308159816,0.122772726528366,,,,,,,,,,,,,auc_mean,0.8437517789378044
virchow2/runs/multimodal/exclude_hgd_imc/Progress_in_2_stage2_exclusions,exclude_hgd_imc,early_mean_mlp_timev1,multimodal,Progress_in_2,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,820,0.7463451646151829,0.12160275666153196,0.36692743511252673,0.2121469101568443,0.651113739982161,0.08280652678706593,0.7393267651888341,0.23408644634959228,0.6450950973047802,0.1117279933257106,0.6922109312468071,0.08321454132976747,0.20311965907970814,0.03320164951650081,0.2776213935704706,0.04800649786927473,0.4205582922824302,0.289202797287219,0.32698686371100166,0.2663404321948876,0.5157581710185755,0.15810350899274608,0.3549997991246002,0.28077101874838173,,,,,,,,,,,,,auc_mean,0.7463451646151829
virchow2/runs/multimodal/exclude_lgd_hgd_imc/Progress_in_2_stage2_exclusions,exclude_lgd_hgd_imc,early_mean_mlp_timev1,multimodal,Progress_in_2,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,671,0.7509270369006049,0.08413137368339728,0.1822723354783307,0.10870969239588608,0.6853623712538279,0.21516651827385816,0.5219047619047619,0.43096685058581347,0.6827483774100023,0.24821320135446984,0.6023265696573821,0.0964929828084673,0.2219872208643038,0.17506217141555017,0.3065121992981938,0.19286943112721122,0.22857142857142856,0.2805081233337741,0.2,0.29814239699997197,0.460764286875866,0.22940765631616064,0.460764286875866,0.22940765631616064,,,,,,,,,,,,,auc_mean,0.7509270369006049
virchow2/runs/multimodal/all_samples/Progress_in_3_stage1_all_samples,all_samples,early_mean_mlp_timev1,multimodal,Progress_in_3,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,940,0.8470074103784375,0.058350430170705535,0.7131068469066174,0.07783769071675829,0.7367906110861501,0.13652757448717986,0.6947015103338633,0.1674115376688025,0.7692268462602689,0.2041672931670291,0.7319641782970662,0.07460071305420861,0.1636501410481536,0.062320361188158195,0.15627271995929198,0.0902951414406923,0.6404854928457869,0.16353209921963668,0.48484399841017484,0.14455195518450445,0.6242457414368306,0.16539633088405908,0.48255010951652383,0.11474376796144255,,,,,,,,,,,,,auc_mean,0.8470074103784375
routing/routing_moe_20260304_200011,exclude_hgd_imc,expert_mm_only,multimodal,Progress_in_3,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,820,0.7442867262956454,0.1338857369564126,0.4392014183280465,0.21278521594095517,0.7032513370934423,0.13940364091936072,0.5297778656068624,0.23447523251804045,0.7451451245573482,0.18206242881545134,0.6374614950821054,0.10282191569689182,,,,,,,,,,,,,,,,,,,,,,,,,auc_mean,0.7442867262956454
virchow2/runs/multimodal/exclude_lgd_hgd_imc/Progress_in_3_stage2_exclusions,exclude_lgd_hgd_imc,early_mean_mlp_timev1,multimodal,Progress_in_3,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,671,0.7990903525724175,0.12018984881090014,0.37942490127938366,0.23486870287290257,0.7451565365365656,0.17776612596704008,0.6380952380952382,0.4010332460022398,0.7395359945691863,0.22138552196496994,0.6888156163322122,0.14108561532102162,0.17079866224257692,0.09502354846325738,0.23242154259517767,0.0930453893180075,0.46904761904761905,0.3421040008422735,0.32857142857142857,0.36281214569143694,0.5545327936805078,0.18008150303948478,0.5175649623374442,0.20186908094527134,,,,,,,,,,,,,auc_mean,0.7990903525724175
virchow2/runs/multimodal/all_samples/Progress_in_4_stage1_all_samples,all_samples,early_mean_mlp_timev1,multimodal,Progress_in_4,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,940,0.8299679822628075,0.07176786320259179,0.7033834868813555,0.08187816154445582,0.7333961518078065,0.09749306110830513,0.7111381337347796,0.18507068876436694,0.7672950945246193,0.14453784200283948,0.7392166141296995,0.08061782429517439,0.18956333163329453,0.05283802058864756,0.18842415334580861,0.08175240524850276,0.5814659448191528,0.18288288464344085,0.4350795032206777,0.14172648955445716,0.5683023649757725,0.13799444236479264,0.43811839323467233,0.12180501024076121,,,,,,,,,,,,,auc_mean,0.8299679822628075
virchow2/runs/multimodal/exclude_hgd_imc/Progress_in_4_stage2_exclusions,exclude_hgd_imc,early_mean_mlp_timev1,multimodal,Progress_in_4,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,820,0.7012915200650673,0.13977275743618467,0.4096267583891269,0.19678002571681635,0.6992223902223903,0.09269016991178397,0.5851734664128552,0.2519127420680473,0.7110338799120139,0.156362791452946,0.6481036731624347,0.09409585820174095,0.18652974689978108,0.04304669495255298,0.1984714363145902,0.07567725092046114,0.30554269348836416,0.21620298409416466,0.21948688926617618,0.22493089829038254,0.29356725288847496,0.21029838728651784,0.22228609173407352,0.19919347850989458,,,,,,,,,,,,,auc_mean,0.7012915200650673
virchow2/runs/multimodal/exclude_lgd_hgd_imc/Progress_in_4_stage2_exclusions,exclude_lgd_hgd_imc,early_mean_mlp_timev1,multimodal,Progress_in_4,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,671,0.7780396636085058,0.1419486643924062,0.4165913205343107,0.28692553855992364,0.7002195608291981,0.16249946639467824,0.6642424242424243,0.37101973988309583,0.6936314038217208,0.22157712147983719,0.6789369140320725,0.1362902498137684,0.21215882524411267,0.12201762618158464,0.3062407316581271,0.14138780531626524,0.4288888888888889,0.3888571415612807,0.30063492063492064,0.30088389147670197,0.553898864719089,0.22824523725054224,0.4805956972982745,0.27427137157434056,,,,,,,,,,,,,auc_mean,0.7780396636085058
virchow2/runs/multimodal/all_samples/Progress_in_5_stage1_all_samples,all_samples,early_mean_mlp_timev1,multimodal,Progress_in_5,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,940,0.8308086716515986,0.06698820921138751,0.7126673248713192,0.07375478646575276,0.7115119985776992,0.08364600086490358,0.6889611509673033,0.2159699918311964,0.7490437043031732,0.1829555223117144,0.7190024276352383,0.04913697176762971,0.1938508877353542,0.05072588256675311,0.17307407913768702,0.11706875080468845,0.5818636614220016,0.14094347390338816,0.42672923988384587,0.1459508432834909,0.5597313659767373,0.15225259784649242,0.39420627554488114,0.16324700101395498,,,,,,,,,,,,,auc_mean,0.8308086716515986
virchow2/runs/multimodal/exclude_hgd_imc/Progress_in_5_stage2_exclusions,exclude_hgd_imc,early_mean_mlp_timev1,multimodal,Progress_in_5,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,820,0.7135103688630986,0.1333820756928121,0.41840528461495463,0.2025244073762071,0.6147213109318372,0.18645092006297606,0.5990931087519226,0.2746322677398606,0.6176326554762198,0.2562436463951707,0.6083628821140712,0.10235542306624267,0.22939267038571187,0.09806407954077567,0.2350070088947469,0.15437335191997226,0.27178883595303294,0.2377275843380201,0.19880566080204073,0.22976884053872715,0.3834993458868274,0.17476260643061503,0.2673897764050217,0.11890464446010006,,,,,,,,,,,,,auc_mean,0.7135103688630986
virchow2/runs/multimodal/exclude_lgd_hgd_imc/Progress_in_5_stage2_exclusions,exclude_lgd_hgd_imc,early_mean_mlp_timev1,multimodal,Progress_in_5,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,671,0.7766131388681747,0.14286603382320096,0.3972814041947682,0.1935484044018287,0.688382543279127,0.16906055927660857,0.6297619047619047,0.2683989229848183,0.6775085481589299,0.22049065465096904,0.6536352264604173,0.056718620133182865,0.2130482745248028,0.1103296466963219,0.2891296417426908,0.11465194477679522,0.4490079365079366,0.371790667687465,0.33194444444444443,0.3034332863402749,0.5503980117326857,0.21770386917999862,0.4896675884851625,0.2606612284854464,,,,,,,,,,,,,auc_mean,0.7766131388681747
routing/routing_moe_20260304_200011,all_samples,ensemble_all3_mean,multimodal,Progressor_label,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,940,0.8527343454683821,0.09586417731093648,0.7470769793140775,0.08262695456892281,0.7761259128637271,0.08356156663743283,0.6370150483685167,0.23669609617076517,0.8656904925308538,0.058441807199247166,0.7513527704496852,0.1011718473396636,,,,,,,,,,,,,,,,,,,,,,,,,auc_mean,0.8527343454683821
routing/routing_moe_20260304_200011,exclude_hgd_imc,ensemble_all3_mean,multimodal,Progressor_label,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,820,0.7798558474540739,0.11215585765979738,0.5432485215744816,0.16785801062867603,0.7985112438533492,0.08099841623067178,0.44193381331312365,0.2378629181290197,0.9144110958373242,0.04694193945119147,0.6781724545752239,0.11060464378629485,,,,,,,,,,,,,,,,,,,,,,,,,auc_mean,0.7798558474540739
routing/routing_moe_20260304_200011,exclude_lgd_hgd_imc,ensemble_all3_mean,multimodal,Progressor_label,binary,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,671,0.7995046695054839,0.13519572305408986,0.5136259017835281,0.1914060834903327,0.786060421772517,0.12231763204572445,0.5430976430976431,0.26177059951989456,0.8354408247046378,0.12135253440097497,0.6892692339011404,0.15405332212271006,,,,,,,,,,,,,,,,,,,,,,,,,auc_mean,0.7995046695054839
virchow2/runs/multimodal/all_samples/Time_to_progression_stage1_all_samples,all_samples,early_mean_mlp_timev1,multimodal,Time_to_progression,regression,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.260806097377,118.0924798205542,280313.7905307073,205244.30461183094,493.7695174526113,213.61605208095528,0.5884314530828135,0.20517529054325262,mae_mean,319.260806097377
virchow2/runs/multimodal/exclude_hgd_imc/Time_to_progression_stage2_exclusions,exclude_hgd_imc,early_mean_mlp_timev1,multimodal,Time_to_progression,regression,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.71063230039,168.00476516155982,449184.89732710505,296557.27703506895,638.7126409123446,227.0216390178572,0.37075115352070626,0.1512477672445479,mae_mean,487.71063230039
virchow2/runs/multimodal/exclude_lgd_hgd_imc/Time_to_progression_stage2_exclusions,exclude_lgd_hgd_imc,early_mean_mlp_timev1,multimodal,Time_to_progression,regression,windows_armdiff_plus_arms_plus_cx,none,-1,,,,5,5,0,,5,True,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.8809283406765,122.4147489015053,558949.060679391,285727.78099921515,731.9815800829049,170.11770593740724,0.14344441952845255,0.8289509352602249,mae_mean,574.8809283406765
