source_run,condition,model_name,modality_used,task_name,task_type,cnv_variant,cnv_mask_name,cnv_mask_k,cnv_mask_source_model,cnv_mask_source_kind,cnv_mask_resolution,n_folds_complete,expected_folds,is_complete,n_samples_total,auc_mean,auc_sd,auprc_mean,auprc_sd,accuracy_mean,accuracy_sd,sensitivity_mean,sensitivity_sd,specificity_mean,specificity_sd,balanced_accuracy_mean,balanced_accuracy_sd,brier_mean,brier_sd,ece_mean,ece_sd,sensitivity_at_spec90_mean,sensitivity_at_spec90_sd,sensitivity_at_spec95_mean,sensitivity_at_spec95_sd,specificity_at_sens90_mean,specificity_at_sens90_sd,specificity_at_sens95_mean,specificity_at_sens95_sd,macro_f1_mean,macro_f1_sd,macro_auc_ovr_mean,macro_auc_ovr_sd,mae_mean,mae_sd,mse_mean,mse_sd,rmse_mean,rmse_sd,r2_mean,r2_sd,best_score_metric,best_score
cnv_anchor/runs/cnv/all_samples/NextBiopsyProgression_LGD3plus/mask_mask_topK_25_model-cnv_xgboost_kind-consensus_res-windows_armdiff_plus_arms_plus_cx,all_samples,cnv_pca_logreg,cnv,NextBiopsyProgression_LGD3plus,binary,windows_armdiff_plus_arms_plus_cx,mask_topK_25_model-cnv_xgboost_kind-consensus_res-windows_armdiff_plus_arms_plus_cx,25,cnv_xgboost_kind-consensus_res-windows_armdiff_plus_arms_plus_cx,topk,windows,5,5,True,903,0.732554090724291,0.0654242984428928,0.4522283131705945,0.03142460893180826,0.6962975694843406,0.043420870543215355,0.6122778730260434,0.17185726846872426,0.7234888850986413,0.085150983723842,0.6678833790623422,0.05814205890673217,0.20391458843145682,0.02166395618231122,0.22451140264269726,0.06572529237269224,0.4367391249755034,0.10460875465535563,0.2339914546463747,0.06776297540131244,0.3548312013190062,0.16129504147964832,0.13793120700437775,0.09795258936991834,,,,,,,,,,,,,auc_mean,0.732554090724291
